,search term,actual_words_searched,num_occur,percentage_of_terms,td-idf,word_order,truth
0,day .,"['day', '.']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (17, 46), (16, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15)]","[(0, 1.0), (1, 1.0), (2, 1.0), (5, 1.0), (7, 1.0), (12, 1.0), (15, 1.0), (17, 1.0), (28, 1.0), (30, 1.0), (3, 0.5), (4, 0.5), (6, 0.5), (8, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (13, 0.5), (14, 0.5), (16, 0.5), (18, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (29, 0.5)]","[(26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(15, 3), (7, 2), (2, 1), (0, 0), (1, 0), (5, 0), (12, 0), (17, 0), (28, 0), (30, 0)]",15
0,'' ),"[""''"", ')']","[(14, 648), (26, 254), (10, 179), (19, 154), (21, 131), (11, 90), (0, 72), (20, 62), (2, 45), (9, 30), (25, 28), (12, 27), (29, 21), (1, 20), (15, 17), (5, 16), (24, 15), (30, 13), (16, 10), (22, 8), (23, 7), (8, 6), (17, 5), (18, 5), (3, 4), (28, 2), (4, 1), (13, 1), (7, 1), (27, 1)]","[(0, 1.0), (1, 1.0), (2, 1.0), (3, 1.0), (5, 1.0), (8, 1.0), (9, 1.0), (12, 1.0), (13, 1.0), (14, 1.0), (16, 1.0), (20, 1.0), (21, 1.0), (22, 1.0), (24, 1.0), (28, 1.0), (30, 1.0), (4, 0.5), (7, 0.5), (10, 0.5), (11, 0.5), (15, 0.5), (17, 0.5), (18, 0.5), (19, 0.5), (23, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (29, 0.5)]","[(26, 0.0025716523749985867), (25, 0.0024736417814265528), (14, 0.0022070123673505223), (29, 0.002001837260615669), (11, 0.001964855074585398), (21, 0.001702194561709793), (10, 0.0016835898124437504), (15, 0.001648965362545572), (4, 0.0015740870878182072), (22, 0.0013471392152656569), (8, 0.001213657433265249), (20, 0.0011448621190686568), (0, 0.0011111783338757896), (19, 0.0010540985637245823), (18, 0.001014474103239046), (9, 0.0009063744037135738), (16, 0.0008869867159336044), (1, 0.0005744294922236676), (12, 0.000446945701471933), (30, 0.0004450494750122997), (24, 0.0003854372948402417), (17, 0.0003791234648676206), (3, 0.0003581463230868211), (2, 0.0003486218222597516), (23, 0.00034199281624656497), (5, 0.0002918739899998179), (27, 0.00016261423125449412), (28, 0.0001401195487895113), (13, 8.160714188417418e-05), (7, 3.6394188892942186e-05)]","[(12, 3), (1, 1), (2, 1), (8, 1), (16, 1), (0, 0), (3, 0), (5, 0), (9, 0), (13, 0), (14, 0), (20, 0), (21, 0), (22, 0), (24, 0), (28, 0), (30, 0)]",16
0,", ","[',', '\x94']","[(14, 2418), (26, 1142), (19, 1029), (21, 458), (2, 446), (10, 436), (0, 385), (20, 284), (12, 270), (11, 204), (24, 161), (30, 122), (7, 103), (9, 100), (23, 95), (29, 77), (13, 74), (28, 69), (25, 67), (16, 43), (3, 38), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (15, 14), (6, 11), (5, 9), (1, 1), (17, 1)]","[(1, 1.0), (5, 1.0), (17, 1.0), (0, 0.5), (2, 0.5), (3, 0.5), (4, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (15, 0.5), (16, 0.5), (18, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (28, 0.5), (29, 0.5), (30, 0.5)]","[(5, 0.005770806744987423), (17, 0.0026651967151135564), (1, 0.0010095442102702864), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (2, -1.6796796793118267e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (10, -1.99351405534663e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (28, -2.3499973893963646e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (25, -2.877419177518091e-05), (0, -2.8884280408553646e-05), (21, -2.893029989479066e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(5, 9), (1, 1), (17, 1)]",17
0,", ieee","[',', 'ieee']","[(26, 1142), (21, 458), (2, 446), (10, 436), (5, 304), (20, 284), (12, 270), (11, 204), (1, 166), (30, 122), (7, 103), (9, 100), (23, 95), (29, 77), (13, 74), (28, 69), (25, 67), (17, 51), (16, 43), (3, 38), (27, 33), (22, 22), (4, 19), (8, 16), (15, 14), (6, 11), (14, 7), (19, 7), (18, 2), (0, 1), (24, 1)]","[(0, 1.0), (14, 1.0), (18, 1.0), (19, 1.0), (24, 1.0), (1, 0.5), (2, 0.5), (3, 0.5), (4, 0.5), (5, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (20, 0.5), (21, 0.5), (22, 0.5), (23, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (28, 0.5), (29, 0.5), (30, 0.5)]","[(18, 0.011147102687390659), (19, 0.0013161930285482935), (24, 0.0007058680439149392), (14, 0.0006549208945440764), (0, 0.0004239477295623105), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (2, -1.6796796793118267e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (28, -2.3499973893963646e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (25, -2.877419177518091e-05), (21, -2.893029989479066e-05), (13, -2.935684921726981e-05), (29, -3.5682046401256354e-05), (26, -5.6207491572618445e-05)]","[(18, 2), (24, 1), (0, 0), (14, 0), (19, 0)]",18
0,", pp","[',', 'pp']","[(26, 1142), (2, 446), (10, 436), (5, 304), (12, 270), (11, 204), (1, 166), (24, 161), (30, 122), (7, 103), (9, 100), (19, 96), (23, 95), (13, 74), (28, 69), (25, 67), (17, 51), (16, 43), (3, 38), (27, 33), (18, 24), (22, 22), (14, 20), (4, 19), (8, 16), (15, 14), (6, 11), (20, 8), (0, 7), (21, 3), (29, 3)]","[(0, 1.0), (14, 1.0), (19, 1.0), (20, 1.0), (21, 1.0), (29, 1.0), (1, 0.5), (2, 0.5), (3, 0.5), (4, 0.5), (5, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (18, 0.5), (22, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (28, 0.5), (30, 0.5)]","[(19, 0.01624821992881986), (29, 0.0070713898962846125), (20, 0.0036527970073766325), (0, 0.0026713043013645524), (14, 0.001684355704248491), (21, 0.0009639027355687603), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (2, -1.6796796793118267e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (28, -2.3499973893963646e-05), (18, -2.3671825850374764e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (25, -2.877419177518091e-05), (13, -2.935684921726981e-05), (26, -5.6207491572618445e-05)]","[(19, 96), (20, 8), (0, 3), (21, 3), (29, 3), (14, 0)]",19
0,utilizing every,"['utilizing', 'every']","[(10, 21), (2, 9), (5, 6), (21, 6), (9, 4), (24, 4), (1, 2), (20, 1), (4, 1), (7, 1), (8, 1), (13, 1), (15, 1), (27, 1)]","[(9, 1.0), (20, 1.0), (1, 0.5), (2, 0.5), (4, 0.5), (5, 0.5), (7, 0.5), (8, 0.5), (10, 0.5), (13, 0.5), (15, 0.5), (21, 0.5), (24, 0.5), (27, 0.5)]","[(8, 0.0024213897687080203), (10, 0.0023644078149788546), (4, 0.002302074910539799), (27, 0.0019466074611182121), (9, 0.0014466590967873053), (5, 0.0013102268531254835), (24, 0.0012303886043938507), (15, 0.0011611342750529685), (13, 0.000976895257240136), (21, 0.0009332736123809995), (2, 0.0008346499996760947), (1, 0.0006876327654859139), (7, 0.0004356642041339718), (20, 0.0002210453226095827)]","[(20, 1), (9, 0)]",20
0,one stage,"['one', 'stage']","[(10, 26), (19, 26), (2, 25), (5, 19), (14, 18), (24, 15), (7, 13), (1, 9), (21, 8), (12, 7), (26, 7), (9, 6), (23, 5), (28, 5), (0, 4), (16, 4), (30, 3), (6, 2), (11, 2), (17, 2), (29, 2), (3, 1), (13, 1), (15, 1), (20, 1), (25, 1), (27, 1)]","[(20, 1.0), (21, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (3, 0.5), (5, 0.5), (6, 0.5), (7, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (19, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (28, 0.5), (29, 0.5), (30, 0.5)]","[(21, 0.004286490375893712), (7, 0.0009825235747932452), (6, 0.0009469418328565086), (24, 0.0008004262394304144), (20, 0.0007614395998926139), (16, 0.0007367916400033261), (28, 0.0007274553151036009), (5, 0.0007197747310783112), (1, 0.0005368053377167091), (10, 0.0005078368236030865), (23, 0.000507290267601701), (2, 0.000402207019735585), (29, 0.00039591964563397126), (9, 0.00037644818765197267), (19, 0.0003695740177134192), (27, 0.00033769616833485784), (17, 0.000314925798127136), (12, 0.0002406337965978927), (30, 0.00021328179052727865), (15, 0.00020143280216465204), (3, 0.00018593797122890956), (25, 0.0001834620994415739), (13, 0.00016947113982856334), (26, 0.00014717843075909566), (0, 0.00012819728930506816), (14, 0.00012731214888353162), (11, 9.067458814124514e-05)]","[(21, 1), (20, 0)]",21
0,. iece,"['.', 'iece']","[(14, 1331), (19, 814), (2, 475), (10, 409), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (28, 57), (16, 46), (17, 46), (13, 40), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15), (21, 3), (29, 3), (22, 1)]","[(21, 1.0), (22, 1.0), (29, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (3, 0.5), (4, 0.5), (5, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (15, 0.5), (16, 0.5), (17, 0.5), (18, 0.5), (19, 0.5), (20, 0.5), (23, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (27, 0.5), (28, 0.5), (30, 0.5)]","[(29, 0.010051927266053284), (22, 0.005918901334325791), (21, 0.0013701804498968048), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(21, 2), (29, 1), (22, 1)]",22
0,case grammar,"['case', 'grammar']","[(14, 16), (10, 11), (0, 10), (21, 8), (5, 5), (19, 5), (12, 4), (20, 4), (2, 3), (7, 3), (23, 3), (24, 3), (26, 3), (30, 3), (1, 2), (3, 2), (8, 1), (17, 1)]","[(0, 1.0), (23, 1.0), (1, 0.5), (2, 0.5), (3, 0.5), (5, 0.5), (7, 0.5), (8, 0.5), (10, 0.5), (12, 0.5), (14, 0.5), (17, 0.5), (19, 0.5), (21, 0.5), (24, 0.5), (26, 0.5), (30, 0.5), (20, 0.5)]","[(0, 0.005424626949812426), (23, 0.005151797774059709), (20, 0.002596211662370567), (8, 0.0018298347502359016), (3, 0.0016199346776717292), (7, 0.0009876891904729167), (21, 0.0009403616107753634), (10, 0.0009359290868799451), (30, 0.0009290801827823154), (5, 0.000825111077917756), (24, 0.0006973498815771212), (17, 0.0006859266263741437), (12, 0.0005989878224325106), (1, 0.0005196413836167755), (14, 0.0004929657479074954), (19, 0.0003095975436280696), (26, 0.00027476841053443115), (2, 0.0002102472436048724)]","[(0, 1), (23, 1)]",23
0,block q,"['block', 'q']","[(5, 43), (2, 38), (7, 23), (1, 10), (12, 9), (24, 8), (19, 6), (30, 5), (21, 3), (8, 2), (10, 2), (0, 2), (6, 1), (9, 1), (13, 1), (14, 1)]","[(14, 1.0), (24, 1.0), (1, 0.5), (2, 0.5), (5, 0.5), (6, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (10, 0.5), (12, 0.5), (13, 0.5), (19, 0.5), (30, 0.5), (0, 0.5), (21, 0.5)]","[(7, 0.010020276695081352), (5, 0.009389959114065965), (24, 0.006336780675961792), (8, 0.004842779537416041), (2, 0.003524077776410178), (1, 0.0034381638274295695), (6, 0.0027292640691966687), (30, 0.0020490604853875918), (12, 0.0017834188116831525), (21, 0.001201642751566785), (13, 0.000976895257240136), (0, 0.0009514752096611623), (19, 0.0004916223114430397), (9, 0.0003616647741968263), (10, 0.00022518169666465286), (14, 0.0001049895258299111)]","[(24, 1), (14, 0)]",24
0,# defne,"['#', 'defne']","[(26, 100), (16, 9), (28, 2), (0, 1), (2, 1), (17, 1), (20, 1), (24, 1), (25, 1)]","[(25, 1.0), (0, 0.5), (2, 0.5), (16, 0.5), (17, 0.5), (20, 0.5), (24, 0.5), (26, 0.5), (28, 0.5)]","[(26, 0.01885628159415382), (16, 0.014867472186877135), (25, 0.004559303426940051), (28, 0.002609613796969165), (17, 0.001412173866131314), (24, 0.00047856395540855917), (20, 0.0003439054085346228), (0, 0.0002874278048069085), (2, 0.00014428446203466834)]","[(25, 1)]",25
0,10 non-trainable,"['10', 'non-trainable']","[(17, 15), (14, 11), (2, 10), (20, 9), (19, 6), (26, 6), (11, 5), (10, 4), (0, 3), (12, 3), (16, 2), (24, 2), (30, 2), (1, 1), (3, 1), (5, 1), (9, 1), (22, 1)]","[(26, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (3, 0.5), (5, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (14, 0.5), (16, 0.5), (17, 0.5), (19, 0.5), (20, 0.5), (22, 0.5), (24, 0.5), (30, 0.5)]","[(17, 0.009309600776524825), (26, 0.0031350864095516357), (16, 0.001452032206677223), (22, 0.001378324988064166), (20, 0.0013602951315545596), (11, 0.0008934847734407396), (3, 0.00073287455505706), (2, 0.0006341196231869237), (30, 0.0005604334832789282), (24, 0.00042065069349131023), (12, 0.00040648206983329453), (0, 0.00037896723328491376), (19, 0.0003361560168971102), (10, 0.0003079444543789518), (14, 0.00030665608307341353), (9, 0.00024729510259439047), (1, 0.00023509092870012185), (5, 0.00014931538226485607)]","[(26, 6)]",26
0,medium exchange,"['medium', 'exchange']","[(2, 13), (12, 12), (1, 5), (5, 3), (7, 2), (13, 2), (0, 1), (11, 1), (27, 1), (8, 1), (28, 1)]","[(1, 1.0), (2, 1.0), (12, 1.0), (27, 1.0), (0, 0.5), (11, 0.5), (5, 0.5), (7, 0.5), (8, 0.5), (13, 0.5), (28, 0.5)]","[(8, 0.003767232112392987), (12, 0.003699557284026646), (13, 0.0030397346441940953), (27, 0.0030285591491786756), (1, 0.0026745717161577916), (2, 0.0018756980064506886), (7, 0.0013556249400602301), (28, 0.0013048068984845825), (5, 0.0010192346435509208), (11, 0.0005398362803349885), (0, 0.000381614900194936)]","[(2, 2), (1, 1), (27, 1), (12, 1)]",27
0,many speculate,"['many', 'speculate']","[(10, 13), (1, 9), (19, 8), (13, 7), (5, 6), (0, 5), (2, 5), (12, 4), (15, 4), (20, 4), (4, 3), (7, 3), (24, 3), (27, 3), (9, 2), (11, 2), (14, 2), (3, 1), (8, 1), (17, 1), (21, 1), (28, 1), (30, 1)]","[(28, 1.0), (0, 0.5), (1, 0.5), (2, 0.5), (3, 0.5), (4, 0.5), (5, 0.5), (7, 0.5), (8, 0.5), (9, 0.5), (10, 0.5), (11, 0.5), (12, 0.5), (13, 0.5), (14, 0.5), (15, 0.5), (17, 0.5), (19, 0.5), (20, 0.5), (21, 0.5), (24, 0.5), (27, 0.5), (30, 0.5)]","[(28, 0.003615667237203778), (4, 0.0025918113081554064), (13, 0.002566307629846374), (27, 0.0021916051502784686), (15, 0.0017430309967127), (1, 0.0011612661056020976), (8, 0.0009087143306032676), (10, 0.0005492993912237501), (5, 0.0004917101464468602), (7, 0.0004904963803146545), (3, 0.0004022379223183154), (0, 0.00034666003772722926), (24, 0.0003463109610044985), (17, 0.000340638057643282), (20, 0.00033182109706414887), (12, 0.00029746337369049075), (9, 0.00027145564702902707), (19, 0.00024599880362147675), (11, 0.00019615551196964248), (2, 0.0001740181576587294), (30, 0.0001537968526511206), (21, 5.8374128562058704e-05), (14, 3.060146821744063e-05)]","[(28, 1)]",28
0,geometrical similarity,"['geometrical', 'similarity']","[(21, 3), (14, 2), (29, 1), (19, 1), (23, 1)]","[(21, 1.0), (29, 1.0), (14, 0.5), (19, 0.5), (23, 0.5)]","[(29, 0.0026186081744085815), (23, 0.0013420848964568284), (21, 0.001070829194705272), (19, 0.0001880275755068991), (14, 0.00018712025558402184)]","[(21, 2), (29, 1)]",29
0,] however,"[']', 'however']","[(26, 411), (14, 31), (25, 25), (24, 15), (21, 11), (22, 9), (5, 9), (2, 6), (10, 6), (19, 5), (13, 5), (0, 4), (30, 4), (7, 4), (12, 3), (20, 3), (28, 2), (9, 1), (11, 1), (18, 1), (23, 1), (1, 1), (17, 1)]","[(0, 1.0), (2, 1.0), (9, 1.0), (10, 1.0), (11, 1.0), (12, 1.0), (14, 1.0), (18, 1.0), (19, 1.0), (20, 1.0), (21, 1.0), (23, 1.0), (30, 1.0), (22, 0.5), (24, 0.5), (25, 0.5), (26, 0.5), (1, 0.5), (5, 0.5), (7, 0.5), (13, 0.5), (17, 0.5), (28, 0.5)]","[(26, 0.03764327224321706), (25, 0.019979553864093735), (22, 0.013709827874863911), (24, 0.0034867494078856063), (13, 0.0030075156702632742), (18, 0.0014954802690666923), (5, 0.001210117798147725), (7, 0.001073005042204736), (21, 0.0010535140085845853), (28, 0.0010327815163353924), (30, 0.0010093334323731855), (14, 0.0007782178381688428), (17, 0.0005588823405540667), (0, 0.0004550100469735365), (10, 0.00041595297532022257), (20, 0.0004083123139310952), (12, 0.0003660344670544973), (23, 0.00036010460087246564), (2, 0.00034261236430509695), (19, 0.00025225526048942967), (9, 0.00022268763569435718), (1, 0.00021169785627047982), (11, 0.00016091544849779806)]","[(30, 3), (2, 2), (11, 1), (0, 0), (9, 0), (10, 0), (12, 0), (14, 0), (18, 0), (19, 0), (20, 0), (21, 0), (23, 0)]",30
